time_observed_at,time_zone,latitude,longitude
2020-07-21 11:57:00 UTC,Pacific Time (US & Canada),48.4174825034,-123.512771476
2020-07-21 11:58:00 UTC,Pacific Time (US & Canada),48.4175818054,-123.5128807308
2020-07-21 12:05:00 UTC,Pacific Time (US & Canada),48.4175502864,-123.5126868198
2020-07-21 12:39:00 UTC,Pacific Time (US & Canada),48.4176001313,-123.5125473449
2020-07-29 19:04:36 UTC,Pacific Time (US & Canada),48.452095,-123.340125
2020-07-29 19:03:37 UTC,Pacific Time (US & Canada),48.45208333,-123.34013333
2020-07-30 17:55:00 UTC,Pacific Time (US & Canada),48.5743232665,-123.4857864566
,UTC,48.44785,-123.4876472222
,UTC,48.44785,-123.4876555556
,UTC,49.13352262,-123.91951424
2020-08-04 18:23:00 UTC,Pacific Time (US & Canada),49.1119140127,-123.9286929656
2020-08-04 21:23:41 UTC,Pacific Time (US & Canada),48.500618,-123.3898499722
2020-08-05 17:25:41 UTC,Pacific Time (US & Canada),48.4573077421,-123.3251915304
2010-04-28 14:51:00 UTC,Eastern Time (US & Canada),48.4253057321,-123.3663427928
2020-08-04 21:04:17 UTC,Pacific Time (US & Canada),48.4173841506,-123.5107108934
2020-08-08 21:41:43 UTC,Pacific Time (US & Canada),48.4519,-123.34021167
2020-06-22 18:07:20 UTC,Pacific Time (US & Canada),48.4630037053,-123.4270981607
2020-08-08 22:02:05 UTC,Pacific Time (US & Canada),48.46321333,-123.37740333
2020-08-09 18:05:15 UTC,Pacific Time (US & Canada),49.1101663293,-123.9201000274
2020-08-10 00:20:13 UTC,Pacific Time (US & Canada),48.4580646434,-123.4974021164
2020-08-09 18:19:00 UTC,Pacific Time (US & Canada),49.1111207443,-123.9223565688
2020-08-01 12:23:00 UTC,UTC,49.2041666667,-123.9925
2020-08-01 12:57:00 UTC,UTC,49.2041666667,-123.9925
2020-08-01 12:41:00 UTC,UTC,49.2190594864,-123.98748328
2020-08-01 12:47:00 UTC,UTC,49.2186718243,-123.9885049109
,UTC,49.2164899857,-123.9891508374
,UTC,49.2182608745,-123.9949600068
,UTC,49.2183382877,-123.9919024617
,UTC,49.2183382877,-123.9919024617
2020-08-12 21:26:44 UTC,UTC,48.4851875305,-123.3056945801
2020-08-13 21:02:36 UTC,Pacific Time (US & Canada),48.4777297972,-123.5321350097
2020-08-09 19:50:03 UTC,Pacific Time (US & Canada),48.45962833,-123.50097833
2020-08-15 18:36:23 UTC,Pacific Time (US & Canada),48.4998437124,-123.7203072757
2020-08-16 01:11:40 UTC,Pacific Time (US & Canada),48.4503905063,-123.4120454775
2020-08-17 01:37:08 UTC,Pacific Time (US & Canada),48.45159167,-123.46262167
2020-08-17 14:04:37 UTC,Pacific Time (US & Canada),48.4179345,-123.3431441
2020-08-17 21:33:21 UTC,Pacific Time (US & Canada),48.44455,-123.37832833
2020-08-19 21:33:48 UTC,Pacific Time (US & Canada),49.2186009722,-123.984031
2020-08-14 03:57:00 UTC,Pacific Time (US & Canada),48.4226419449,-123.5052256199
2020-08-14 03:57:00 UTC,Pacific Time (US & Canada),48.4226072883,-123.5052755406
2020-08-14 03:57:00 UTC,Pacific Time (US & Canada),48.4225561842,-123.5053226754
2020-08-14 03:57:00 UTC,Pacific Time (US & Canada),48.4224981423,-123.5053778959
2020-08-14 04:12:00 UTC,Pacific Time (US & Canada),48.4200007831,-123.4956893703
2020-08-14 04:24:00 UTC,Pacific Time (US & Canada),48.4228915619,-123.5048183027
2020-08-14 04:25:00 UTC,Pacific Time (US & Canada),48.4224253348,-123.5049857073
2020-08-14 04:27:00 UTC,Pacific Time (US & Canada),48.4240596504,-123.5036545898
2020-08-14 04:29:00 UTC,Pacific Time (US & Canada),48.4253248155,-123.5034052067
2020-08-14 04:31:00 UTC,Pacific Time (US & Canada),48.4259544677,-123.5034503737
2020-08-14 04:31:00 UTC,Pacific Time (US & Canada),48.4260071146,-123.5034635365
2020-08-14 04:32:00 UTC,Pacific Time (US & Canada),48.4265311456,-123.5039257952
2020-08-14 04:33:00 UTC,Pacific Time (US & Canada),48.4265952205,-123.5041940161
2020-08-14 06:09:00 UTC,Pacific Time (US & Canada),48.4265783119,-123.5055378028
2020-08-14 06:09:00 UTC,Pacific Time (US & Canada),48.4265506185,-123.5054090568
2020-08-14 07:22:00 UTC,Pacific Time (US & Canada),48.4266497858,-123.5053814343
2020-08-14 07:23:00 UTC,Pacific Time (US & Canada),48.4209391365,-123.5035921779
2020-08-17 07:12:00 UTC,Pacific Time (US & Canada),48.4165267396,-123.5038082888
2020-08-17 07:12:00 UTC,Pacific Time (US & Canada),48.4167319613,-123.5039044867
2020-08-17 07:22:00 UTC,Pacific Time (US & Canada),48.4198638164,-123.5038991082
2019-05-22 18:48:00 UTC,Pacific Time (US & Canada),48.4695513,-123.4904397
2020-08-19 23:06:31 UTC,Pacific Time (US & Canada),48.56485,-123.37445
2020-08-21 23:32:00 UTC,Pacific Time (US & Canada),48.615285,-123.402777
2020-08-22 22:24:49 UTC,Pacific Time (US & Canada),48.44410833,-123.52648
2020-08-23 17:58:22 UTC,Pacific Time (US & Canada),48.4829646699,-123.3600581065
2020-08-23 19:45:14 UTC,Pacific Time (US & Canada),48.4643477286,-123.3508254617
2020-08-10 21:20:00 UTC,Pacific Time (US & Canada),48.5247165692,-123.3670392981
2020-08-25 19:21:56 UTC,Pacific Time (US & Canada),48.417483953,-123.4717565637
2019-06-08 17:03:00 UTC,Pacific Time (US & Canada),48.393787,-123.5042323
2020-08-26 17:25:51 UTC,Pacific Time (US & Canada),48.422795,-123.513625
2020-08-14 07:25:00 UTC,Pacific Time (US & Canada),49.1153688215,-123.9268979933
2019-03-27 22:51:00 UTC,Pacific Time (US & Canada),48.565009026,-123.4391812608
,UTC,48.5548712,-123.46203404
2020-08-27 17:46:00 UTC,UTC,48.4324220903,-123.499419149
2020-08-28 21:11:10 UTC,Pacific Time (US & Canada),48.45226333,-123.34008
2020-08-28 21:09:28 UTC,Pacific Time (US & Canada),48.45225833,-123.34015
2020-08-28 20:57:34 UTC,Pacific Time (US & Canada),48.453537,-123.337418
2020-08-28 20:55:40 UTC,Pacific Time (US & Canada),48.45341167,-123.33713667
2020-08-28 20:51:20 UTC,Pacific Time (US & Canada),48.45292,-123.33634167
2020-08-28 20:35:38 UTC,Pacific Time (US & Canada),48.451645,-123.33815833
2020-08-26 20:41:58 UTC,Pacific Time (US & Canada),48.50749667,-123.40071167
,UTC,48.57769267,-123.43269792
,UTC,48.5651888501,-123.47106327
,UTC,48.5717084,-123.45165474
,UTC,48.57172526,-123.4516011
,UTC,48.57173502,-123.45153807
,UTC,48.57177939,-123.45152734
,UTC,48.57180512,-123.45142541
,UTC,48.57180157,-123.45135299
,UTC,48.57173236,-123.45122827
2020-09-02 16:37:34 UTC,Pacific Time (US & Canada),48.45518833,-123.33923333
2020-09-02 16:14:41 UTC,Pacific Time (US & Canada),48.456445,-123.34075333
2020-09-02 16:12:43 UTC,Pacific Time (US & Canada),48.45609167,-123.3406
2020-09-03 18:18:11 UTC,Pacific Time (US & Canada),48.451545,-123.2741783333
2018-08-14 00:05:04 UTC,Eastern Time (US & Canada),48.5636116667,-123.4462883333
2020-09-06 18:53:08 UTC,Pacific Time (US & Canada),48.45066333,-123.3369
2020-09-06 23:34:00 UTC,Pacific Time (US & Canada),48.4206852164,-123.3059682331
2020-09-05 17:59:31 UTC,Pacific Time (US & Canada),48.48369751,-123.38729506
2020-08-30 22:12:51 UTC,Pacific Time (US & Canada),48.4657741781,-123.4904442951
2020-09-09 23:52:00 UTC,America/Vancouver,48.4736558974,-123.3695283075
2020-09-11 01:31:00 UTC,America/Vancouver,48.4737924375,-123.3698648554
2020-09-10 15:59:45 UTC,UTC,48.4695536111,-123.2891730556
2020-09-11 20:17:44 UTC,Pacific Time (US & Canada),48.4632616773,-123.2952280216
2020-09-04 21:43:28 UTC,Pacific Time (US & Canada),48.46882167,-123.31638333
2020-09-16 20:59:22 UTC,Pacific Time (US & Canada),48.45311333,-123.33997167
2020-09-16 19:36:48 UTC,Pacific Time (US & Canada),49.2903591055,-124.3317144949
2020-09-19 21:40:38 UTC,Pacific Time (US & Canada),48.45061167,-123.33701333
2020-09-21 00:43:18 UTC,Pacific Time (US & Canada),48.4811164325,-123.389349039
2020-09-21 18:20:33 UTC,Pacific Time (US & Canada),48.5374767246,-123.50090128
2020-09-21 18:35:38 UTC,Pacific Time (US & Canada),48.4780091,-123.3343184
2020-09-21 20:11:28 UTC,Pacific Time (US & Canada),48.4913815853,-123.3480583936
2020-09-22 20:36:44 UTC,Pacific Time (US & Canada),48.4876097567,-123.3023832439
2020-09-22 18:50:54 UTC,Pacific Time (US & Canada),48.5234363914,-123.4587947381
2020-09-22 18:51:20 UTC,Pacific Time (US & Canada),48.5237402888,-123.4586208981
2020-09-22 22:17:25 UTC,Pacific Time (US & Canada),48.4576833101,-123.3257548462
2020-09-23 04:26:01 UTC,Pacific Time (US & Canada),48.4686296024,-123.3150970731
2020-09-22 20:27:00 UTC,Pacific Time (US & Canada),48.4458029126,-123.3134557381
2020-09-24 00:19:59 UTC,Pacific Time (US & Canada),48.4751234631,-123.3754818666
2020-09-21 20:22:00 UTC,Pacific Time (US & Canada),48.4769611111,-123.3861166667
2020-09-21 20:16:00 UTC,Pacific Time (US & Canada),48.4770222222,-123.3860611111
2020-09-22 16:53:00 UTC,Pacific Time (US & Canada),48.5724373539,-123.4480773479
2020-09-20 19:09:00 UTC,Pacific Time (US & Canada),48.5028213,-123.352364
2018-08-14 23:55:00 UTC,Pacific Time (US & Canada),48.5027004512,-123.3524176442
2018-08-17 22:44:00 UTC,Pacific Time (US & Canada),48.5653548626,-123.4660439456
2020-09-24 22:54:20 UTC,Pacific Time (US & Canada),48.4515583333,-123.2738633333
2020-09-26 18:03:11 UTC,Pacific Time (US & Canada),48.41967833,-123.46975833
2020-09-27 18:55:26 UTC,Pacific Time (US & Canada),48.65193667,-123.39684167
2020-09-27 22:56:39 UTC,Pacific Time (US & Canada),48.5344499722,-123.4391449722
2020-09-28 23:32:00 UTC,America/Vancouver,48.4739959517,-123.36942649
2020-09-29 21:13:46 UTC,Pacific Time (US & Canada),48.4634499085,-123.2980198399
2020-09-30 21:54:19 UTC,Pacific Time (US & Canada),48.6465333961,-123.398438003
2020-09-30 20:17:34 UTC,Pacific Time (US & Canada),48.5471653497,-123.4723391672
2020-09-15 22:08:35 UTC,Pacific Time (US & Canada),48.5608789402,-123.4676085752
2020-10-03 19:20:16 UTC,Pacific Time (US & Canada),49.2341172425,-123.9695351838
2020-10-03 19:07:16 UTC,Pacific Time (US & Canada),48.51262833,-123.3796
2020-10-03 21:26:47 UTC,Pacific Time (US & Canada),48.478242825,-123.3350271619
2020-10-03 21:25:51 UTC,Pacific Time (US & Canada),48.4779640608,-123.3349808203
2020-10-02 22:50:00 UTC,Mountain Time (US & Canada),48.5545611111,-123.5045694444
2020-10-02 22:51:00 UTC,Mountain Time (US & Canada),48.5545472222,-123.5046305556
,Pacific Time (US & Canada),48.4345358697,-123.3517181822
2020-10-06 23:39:00 UTC,America/Vancouver,48.4738426404,-123.3695598592
2020-10-07 20:59:13 UTC,Pacific Time (US & Canada),48.5191985461,-123.55197263
2020-10-07 20:56:53 UTC,Pacific Time (US & Canada),48.45520833,-123.33623667
2020-10-07 20:59:36 UTC,Pacific Time (US & Canada),48.45519667,-123.33722
2020-10-07 21:00:11 UTC,Pacific Time (US & Canada),48.45514667,-123.33726333
2020-10-07 21:00:24 UTC,Pacific Time (US & Canada),48.45519667,-123.33730333
2020-10-07 21:01:12 UTC,Pacific Time (US & Canada),48.45520833,-123.337525
2020-10-07 21:05:47 UTC,Pacific Time (US & Canada),48.45564667,-123.339455
,Pacific Time (US & Canada),49.1073872825,-121.97409887
2020-10-06 13:40:00 UTC,UTC,49.1095909838,-123.9211910509
2020-10-06 13:41:00 UTC,UTC,49.1096842466,-123.9213484134
2020-10-06 13:42:00 UTC,UTC,49.1092128808,-123.9210557602
2020-10-06 22:06:00 UTC,Hawaii,48.5007006915,-123.5183593161
2020-10-14 22:09:55 UTC,Pacific Time (US & Canada),48.4545711997,-123.5089221
2020-10-05 21:34:00 UTC,Pacific Time (US & Canada),48.4826846761,-123.2219704999
2020-10-10 16:06:00 UTC,UTC,48.560828134,-123.4014665379
2020-09-07 01:39:00 UTC,Hawaii,48.4690419711,-123.3524182994
2020-10-22 21:02:33 UTC,Pacific Time (US & Canada),48.45188833,-123.340155
2020-10-16 21:28:26 UTC,Pacific Time (US & Canada),48.5657,-123.469155
2018-07-27 01:46:00 UTC,Hawaii,48.633057656,-123.4088110713
2020-10-04 20:55:00 UTC,Pacific Time (US & Canada),48.4458260247,-123.3130914433
2020-10-27 21:26:10 UTC,Pacific Time (US & Canada),48.45113833,-123.33944667
2020-10-31 19:06:32 UTC,Pacific Time (US & Canada),48.494275,-123.38036333
2020-10-31 19:06:18 UTC,Pacific Time (US & Canada),48.49433833,-123.38033333
2020-10-31 19:03:23 UTC,Pacific Time (US & Canada),48.49468667,-123.37863833
2020-10-31 18:40:53 UTC,Pacific Time (US & Canada),48.489825,-123.37660333
2020-10-30 21:58:19 UTC,Pacific Time (US & Canada),48.55127,-123.416795
2020-10-30 21:59:10 UTC,Pacific Time (US & Canada),48.55125,-123.41658833
2020-10-22 18:47:00 UTC,Pacific Time (US & Canada),48.4569382837,-123.323819669
2020-10-30 22:30:00 UTC,Pacific Time (US & Canada),48.5875,-123.4022222222
2015-05-01 12:21:00 UTC,UTC,48.9508239567,-125.3122035467
,Pacific Time (US & Canada),48.4687319903,-123.3177840907
2020-09-19 21:28:27 UTC,Pacific Time (US & Canada),48.4688551537,-123.3635181091
2020-07-06 16:41:03 UTC,Pacific Time (US & Canada),48.447451229,-123.4956337139
2020-12-01 22:34:39 UTC,Pacific Time (US & Canada),48.451825,-123.34005833
2019-06-16 19:03:49 UTC,Pacific Time (US & Canada),48.5919712203,-123.3947557437
2020-10-02 12:46:00 UTC,UTC,48.513578,-123.528981
2020-08-23 20:27:30 UTC,Pacific Time (US & Canada),48.4102866732,-123.33045833
2020-12-31 00:36:00 UTC,Pacific Time (US & Canada),48.4178843181,-123.3427534793
2020-08-09 18:04:00 UTC,Pacific Time (US & Canada),49.1115346144,-123.9209110387
2018-05-21 08:16:00 UTC,Pacific Time (US & Canada),48.5671842727,-123.4565009799
2020-07-30 20:48:00 UTC,Pacific Time (US & Canada),48.6555701547,-123.4036395279
2021-01-15 22:33:45 UTC,Pacific Time (US & Canada),48.4519116667,-123.340125
2021-01-17 20:11:00 UTC,Pacific Time (US & Canada),48.4180197698,-123.3430306538
2021-01-17 20:11:00 UTC,Pacific Time (US & Canada),48.4180897169,-123.3430467471
2021-01-17 19:43:00 UTC,Pacific Time (US & Canada),48.4172454105,-123.3405091837
2021-01-17 19:19:00 UTC,Pacific Time (US & Canada),48.4181268564,-123.3419501613
2021-01-17 11:58:25 UTC,UTC,48.408445,-123.3310383333
2020-06-12 00:09:07 UTC,Pacific Time (US & Canada),48.3747466082,-123.5601281871
2021-02-05 22:27:37 UTC,Pacific Time (US & Canada),48.4875549368,-123.3014306
2021-02-07 14:25:42 UTC,UTC,48.5809897631,-123.4112045635
2021-02-07 21:30:50 UTC,Pacific Time (US & Canada),48.45073,-123.3394083333
2021-02-09 14:27:49 UTC,UTC,48.579718,-123.469758
2021-02-22 22:38:00 UTC,Pacific Time (US & Canada),49.109605221,-123.9212304863
2021-03-02 00:13:28 UTC,Pacific Time (US & Canada),48.4516,-123.3376
2021-03-02 00:12:04 UTC,Pacific Time (US & Canada),48.451625,-123.3370583333
2021-03-03 22:00:00 UTC,Pacific Time (US & Canada),48.6340712966,-123.4609078094
2021-03-05 11:53:05 UTC,UTC,49.1355460739,-123.9375527346
2021-03-05 14:19:20 UTC,UTC,48.5646500872,-123.468924636
2021-03-01 20:12:00 UTC,Pacific Time (US & Canada),48.4736769533,-123.369403255
2021-03-09 13:46:36 UTC,UTC,48.5134616667,-123.3798666667
2021-03-09 21:32:00 UTC,Pacific Time (US & Canada),48.4944421986,-123.3746744203
2021-03-10 16:55:51 UTC,Pacific Time (US & Canada),48.4579883333,-123.3230666667
2021-03-10 17:18:22 UTC,Pacific Time (US & Canada),48.4569133333,-123.3238533333
2021-03-10 17:17:17 UTC,Pacific Time (US & Canada),48.4568833333,-123.3235466667
2021-03-10 17:16:59 UTC,Pacific Time (US & Canada),48.456875,-123.3235333333
2021-03-10 17:15:25 UTC,Pacific Time (US & Canada),48.4569466667,-123.3234866667
2021-03-10 15:54:53 UTC,UTC,48.4560287884,-123.2772757486
2021-03-11 20:58:00 UTC,Pacific Time (US & Canada),48.459949,-123.273926
2021-03-11 20:58:00 UTC,Pacific Time (US & Canada),48.459949,-123.273926
2021-03-12 22:07:00 UTC,Pacific Time (US & Canada),48.4737160333,-123.3691677933
2021-03-12 22:08:00 UTC,Pacific Time (US & Canada),48.4737160333,-123.3691677933
2021-03-12 22:08:00 UTC,Pacific Time (US & Canada),48.4737160333,-123.3691677933
2021-03-12 22:09:00 UTC,Pacific Time (US & Canada),48.4737160333,-123.3691677933
2021-03-12 22:10:00 UTC,Pacific Time (US & Canada),48.473735595,-123.3689786983
2021-03-12 22:10:00 UTC,Pacific Time (US & Canada),48.473735595,-123.3689786983
2021-03-12 13:59:21 UTC,UTC,48.4581,-123.3219833333
2021-03-13 20:44:43 UTC,Pacific Time (US & Canada),48.4925211865,-123.3684785703
2020-09-19 21:24:10 UTC,Pacific Time (US & Canada),48.4929404553,-123.3742361284
2021-03-15 22:06:00 UTC,Pacific Time (US & Canada),48.4404756566,-123.2993191612
2021-03-16 18:43:13 UTC,Pacific Time (US & Canada),48.4875185879,-123.3023257789
2021-03-22 22:06:00 UTC,Pacific Time (US & Canada),48.4875142858,-123.3012834901
2021-03-23 12:31:00 UTC,UTC,48.4408443833,-123.2971193407
2021-03-25 21:33:59 UTC,Pacific Time (US & Canada),48.4875916667,-123.3024216667
2021-03-25 22:59:26 UTC,Pacific Time (US & Canada),48.4876166667,-123.3023833333
2021-03-25 22:55:23 UTC,Pacific Time (US & Canada),48.5545716667,-123.5046533333
2021-03-25 22:34:54 UTC,Pacific Time (US & Canada),48.555205,-123.505745
2021-03-25 22:27:59 UTC,Pacific Time (US & Canada),48.5551866667,-123.5057133333
2021-03-25 22:18:20 UTC,Pacific Time (US & Canada),48.5551633333,-123.5056616667
2021-03-25 22:07:17 UTC,Pacific Time (US & Canada),48.5551533333,-123.5058366667
2021-03-25 22:34:21 UTC,Pacific Time (US & Canada),48.5551616667,-123.5058216667
2021-03-26 19:20:14 UTC,Pacific Time (US & Canada),48.4698533333,-123.36747
2021-03-26 23:29:22 UTC,Pacific Time (US & Canada),48.4446116667,-123.3426366667
2021-03-26 22:44:00 UTC,Pacific Time (US & Canada),48.4515782551,-123.273946312
2021-03-26 21:07:09 UTC,Pacific Time (US & Canada),48.4897063643,-123.4160166979
2021-03-27 18:12:00 UTC,Pacific Time (US & Canada),48.515335,-123.5302510001
2021-03-27 17:47:00 UTC,Pacific Time (US & Canada),48.5139470001,-123.530518
2021-03-27 17:40:00 UTC,Pacific Time (US & Canada),48.513336,-123.53051
2021-03-25 21:06:30 UTC,Pacific Time (US & Canada),48.4526583333,-123.300955
2021-03-30 02:10:44 UTC,Pacific Time (US & Canada),48.4667459314,-123.4061963471
2021-03-29 21:55:30 UTC,Pacific Time (US & Canada),48.415256862,-123.3416188438
2021-03-26 22:11:39 UTC,Pacific Time (US & Canada),48.4942105986,-123.513777282
2021-03-30 22:11:32 UTC,Pacific Time (US & Canada),48.4065383333,-123.3538966667
2021-03-30 22:45:42 UTC,Pacific Time (US & Canada),48.4605010864,-123.3356602784
2021-04-01 00:46:38 UTC,Pacific Time (US & Canada),48.4886883333,-123.3274616667
2021-03-30 20:59:00 UTC,Pacific Time (US & Canada),48.5190589432,-123.4299914656
,Pacific Time (US & Canada),48.4560447978,-123.2743672282
2020-10-24 21:53:14 UTC,Pacific Time (US & Canada),48.4328783333,-123.5191716667
2021-04-02 19:11:40 UTC,Pacific Time (US & Canada),48.6805967997,-123.4808010997
2021-04-01 19:13:54 UTC,Pacific Time (US & Canada),49.48647872,-124.69427747
2021-04-03 18:52:32 UTC,Pacific Time (US & Canada),48.494055,-123.3810883333
2021-04-04 18:49:48 UTC,Pacific Time (US & Canada),48.6723178105,-123.4819402464
2021-03-26 22:47:12 UTC,Pacific Time (US & Canada),48.4736313099,-123.3126204546
2021-04-04 20:55:00 UTC,Pacific Time (US & Canada),48.4178137567,-123.3423255303
2021-04-04 21:27:00 UTC,Pacific Time (US & Canada),48.4190082245,-123.3432020589
2021-04-04 21:37:00 UTC,Pacific Time (US & Canada),48.4183177323,-123.3441656466
2021-04-05 18:55:31 UTC,Pacific Time (US & Canada),48.4395337225,-123.2948002724
2021-04-05 20:29:10 UTC,Pacific Time (US & Canada),48.553094553,-123.403241689
2021-04-05 20:11:07 UTC,Pacific Time (US & Canada),48.5572083333,-123.5054633333
2021-04-05 20:07:43 UTC,Pacific Time (US & Canada),48.5572383333,-123.5054166667
2021-04-05 20:01:09 UTC,Pacific Time (US & Canada),48.557245,-123.5054633333
2021-04-05 19:59:59 UTC,Pacific Time (US & Canada),48.557205,-123.5054033333
2021-04-04 20:17:00 UTC,Pacific Time (US & Canada),48.4028202235,-123.5033504563
2021-04-05 19:55:00 UTC,Pacific Time (US & Canada),48.5259155631,-123.5098421124
2020-04-14 19:48:00 UTC,Pacific Time (US & Canada),48.4472792827,-123.3616162724
2021-04-08 19:59:59 UTC,Pacific Time (US & Canada),49.3138083333,-124.5044116667
2021-04-08 20:55:06 UTC,Pacific Time (US & Canada),48.451294443,-123.5235528275
2021-04-08 21:29:00 UTC,Pacific Time (US & Canada),48.5140658467,-123.460872015
2021-04-03 22:15:00 UTC,Pacific Time (US & Canada),48.560665,-123.4300983333
2021-04-11 23:43:40 UTC,Pacific Time (US & Canada),48.4572659997,-123.5074388997
2021-04-11 18:00:00 UTC,Pacific Time (US & Canada),48.5245982246,-123.5088460891
2021-04-11 12:32:00 UTC,UTC,48.4175230645,-123.341317943
2021-04-12 21:52:23 UTC,Pacific Time (US & Canada),48.4301242,-123.3840545997
2021-04-11 21:16:05 UTC,Pacific Time (US & Canada),48.6628257597,-123.4032658115
2021-04-12 23:11:58 UTC,Pacific Time (US & Canada),48.4581116667,-123.3219916667
2021-04-12 23:17:35 UTC,Pacific Time (US & Canada),48.45807,-123.322005
2021-04-12 16:18:00 UTC,Pacific Time (US & Canada),48.545757,-123.408684
2021-04-13 23:54:33 UTC,Pacific Time (US & Canada),48.4866874309,-123.3034759149
2021-04-06 17:23:00 UTC,Pacific Time (US & Canada),48.4458260247,-123.3130914433
2021-04-14 19:12:40 UTC,Pacific Time (US & Canada),48.40928336,-123.48959861
2021-04-14 21:08:08 UTC,Pacific Time (US & Canada),48.4542283333,-123.3397
2021-04-14 02:54:53 UTC,Pacific Time (US & Canada),48.4456136557,-123.5049804195
2021-04-14 19:56:43 UTC,Pacific Time (US & Canada),48.553124752,-123.4029849235
2021-04-14 17:16:00 UTC,Pacific Time (US & Canada),48.4458260247,-123.3130914433
2021-04-16 22:05:30 UTC,Pacific Time (US & Canada),48.8479949722,-123.4987249722
2021-04-16 21:18:32 UTC,Pacific Time (US & Canada),48.4782750194,-123.3776465686
2021-04-17 20:19:00 UTC,Pacific Time (US & Canada),48.4605966667,-123.3876416667
2021-04-18 15:20:43 UTC,Pacific Time (US & Canada),48.8479359722,-123.4986099722
2021-04-18 18:44:00 UTC,Pacific Time (US & Canada),48.4353008331,-123.3573785182
2021-04-08 19:59:09 UTC,Pacific Time (US & Canada),48.4946966667,-123.3443916667
2021-04-20 01:22:00 UTC,Pacific Time (US & Canada),48.469811231,-123.4160211357
2021-04-13 14:53:00 UTC,UTC,48.56708732,-123.45583647
2021-04-19 20:27:00 UTC,Pacific Time (US & Canada),49.1540402085,-123.9540507362
2021-04-21 15:24:57 UTC,Pacific Time (US & Canada),48.4762,-123.3742666667
2021-04-21 16:19:07 UTC,Pacific Time (US & Canada),48.8829033333,-123.5584416667
2021-04-21 23:07:39 UTC,Pacific Time (US & Canada),48.4173956452,-123.3637170957
2021-04-22 19:11:56 UTC,Pacific Time (US & Canada),48.4539716667,-123.48002
2021-04-22 22:27:40 UTC,Pacific Time (US & Canada),48.4703666667,-123.3635866667
2021-04-22 20:54:34 UTC,Pacific Time (US & Canada),48.48098,-123.369545
2021-04-23 21:34:00 UTC,Pacific Time (US & Canada),48.4738314736,-123.3693458144
2021-04-23 21:47:27 UTC,Pacific Time (US & Canada),48.4496166667,-123.335755
2021-04-23 21:39:56 UTC,Pacific Time (US & Canada),48.449505,-123.3356333333
2021-04-23 20:12:00 UTC,Pacific Time (US & Canada),48.5132663737,-123.3855350861
2020-08-02 21:51:00 UTC,Pacific Time (US & Canada),48.6275782,-123.4104627
2021-04-26 22:28:42 UTC,Pacific Time (US & Canada),48.449555,-123.3356466667
2021-04-27 00:14:24 UTC,Pacific Time (US & Canada),48.4508333333,-123.339425
2021-04-26 21:31:00 UTC,Pacific Time (US & Canada),48.5299806661,-123.480270848
2021-04-28 19:30:00 UTC,Pacific Time (US & Canada),48.7804329,-123.6947944
2021-04-29 21:54:26 UTC,Pacific Time (US & Canada),48.4527966667,-123.335945
2021-04-29 22:13:03 UTC,Pacific Time (US & Canada),48.4525833333,-123.3393633333
,Pacific Time (US & Canada),48.5506743,-123.3875435
2021-04-29 20:52:00 UTC,Pacific Time (US & Canada),48.5019589755,-123.4547654427
2021-04-29 19:00:00 UTC,Pacific Time (US & Canada),48.480063803,-123.389424608
2021-04-30 22:55:30 UTC,Pacific Time (US & Canada),48.45163,-123.3371116667
2021-04-17 17:55:18 UTC,Pacific Time (US & Canada),48.4569359181,-123.3358184513
2021-04-20 16:10:44 UTC,Pacific Time (US & Canada),48.6059116667,-123.4184883333
2021-04-29 22:18:40 UTC,Pacific Time (US & Canada),48.4491533333,-123.4866466667
2021-05-01 18:42:00 UTC,Pacific Time (US & Canada),48.4570669524,-123.5078686364
2021-04-26 18:19:00 UTC,Pacific Time (US & Canada),48.4458260247,-123.3130914433
2021-04-28 19:06:00 UTC,Pacific Time (US & Canada),48.4458260247,-123.3130914433
2021-05-01 23:41:00 UTC,Pacific Time (US & Canada),48.4458260247,-123.3130914433
2021-05-02 19:52:59 UTC,Pacific Time (US & Canada),49.1090415,-123.85402412
2021-05-02 03:20:00 UTC,Pacific Time (US & Canada),48.4716164575,-123.3233939442
2021-05-05 13:19:30 UTC,UTC,48.4652707302,-123.4838112071
2021-05-02 20:19:36 UTC,Pacific Time (US & Canada),48.424875,-123.5260277778
2021-04-18 23:15:52 UTC,Pacific Time (US & Canada),48.5665736688,-123.4563219175
2021-05-05 21:10:00 UTC,Pacific Time (US & Canada),48.4156883333,-123.3703783333
2021-05-07 23:54:57 UTC,Pacific Time (US & Canada),48.4579966667,-123.3228533333
2021-05-07 11:34:00 UTC,Pacific Time (US & Canada),49.1067802244,-123.93018784
2021-05-08 17:30:08 UTC,Pacific Time (US & Canada),48.4695333333,-123.3618383333
2021-05-08 17:29:54 UTC,Pacific Time (US & Canada),48.46958,-123.3618466667
2021-05-08 17:29:34 UTC,Pacific Time (US & Canada),48.46967,-123.3617783333
2021-05-08 17:28:56 UTC,Pacific Time (US & Canada),48.4697633333,-123.361695
2021-05-08 17:28:26 UTC,Pacific Time (US & Canada),48.4698783333,-123.3616116667
2021-05-08 17:26:20 UTC,Pacific Time (US & Canada),48.47005,-123.3615283333
2021-05-08 17:25:43 UTC,Pacific Time (US & Canada),48.4700133333,-123.3616116667
